Date of transaction,Entity name,Number of units,Unit type
15/08/2024,Tasman Environmental Markets Australia Pty Ltd,97,CER
15/08/2024,Tasman Environmental Markets Australia Pty Ltd,6,KACCU
15/08/2024,BETACARBON PTY LTD,2,KACCU
15/08/2024,VIRIDIOS CAPITAL PTY LTD,105,KACCU
13/08/2024,INSURANCE AUSTRALIA GROUP LIMITED,"1,600",KACCU
13/08/2024,Tasman Environmental Markets Australia Pty Ltd,195,CER
13/08/2024,Tasman Environmental Markets Australia Pty Ltd,59,CER
13/08/2024,Tasman Environmental Markets Australia Pty Ltd,12,KACCU
13/08/2024,Tasman Environmental Markets Australia Pty Ltd,4,KACCU
13/08/2024,Tasman Environmental Markets Australia Pty Ltd,623,KACCU
13/08/2024,Aboriginal Carbon Fund Limited,100,KACCU
13/08/2024,"Natural Capital Partners Americas, LLC",642,CER
13/08/2024,"Natural Capital Partners Americas, LLC",212,CER
13/08/2024,"Natural Capital Partners Americas, LLC",327,CER
13/08/2024,"Natural Capital Partners Americas, LLC",129,CER
13/08/2024,"Natural Capital Partners Americas, LLC","31,292",CER
13/08/2024,"Natural Capital Partners Americas, LLC","3,710",CER
13/08/2024,"Natural Capital Partners Americas, LLC","2,266",CER
09/08/2024,INSURANCE AUSTRALIA GROUP LIMITED,"14,068",KACCU
09/08/2024,Tasman Environmental Markets Australia Pty Ltd,"2,800",CER
09/08/2024,Tasman Environmental Markets Australia Pty Ltd,300,KACCU
08/08/2024,"Natural Capital Partners Americas, LLC",439,CER
08/08/2024,"Natural Capital Partners Americas, LLC",130,CER
07/08/2024,Tasman Environmental Markets Australia Pty Ltd,90,KACCU
06/08/2024,CARBON NEUTRAL PTY LTD,"3,529",CER
06/08/2024,ENERGYLINK SERVICES PTY LTD,"1,015",CER
06/08/2024,CARBON NEUTRAL PTY LTD,102,KACCU
06/08/2024,"Natural Capital Partners Americas, LLC","7,292",CER
06/08/2024,"Natural Capital Partners Americas, LLC","7,716",CER
05/08/2024,AUSTRALIAN INTEGRATED CARBON FINANCIAL SERVICES PTY. LTD.,"1,000",KACCU
05/08/2024,Corporate Carbon Advisory Pty Ltd,100,KACCU
05/08/2024,South Pole Australia Financial Services Pty Ltd,"1,000",KACCU
02/08/2024,Tasman Environmental Markets Australia Pty Ltd,5,KACCU
02/08/2024,Tasman Environmental Markets Australia Pty Ltd,85,CER
01/08/2024,CHEVRON AUSTRALIA PTY LTD,"29,000",KACCU
31/07/2024,Tasman Environmental Markets Australia Pty Ltd,70,KACCU
31/07/2024,Commonwealth Bank of Australia,"5,000",KACCU
31/07/2024,"Natural Capital Partners Americas, LLC","2,849",CER
31/07/2024,"Natural Capital Partners Americas, LLC","5,447",CER
30/07/2024,ENERGYLINK SERVICES PTY LTD,802,CER
29/07/2024,AGL HP1 Pty Limited,"2,472",KACCU
29/07/2024,AGL HP1 Pty Limited,37,KACCU
29/07/2024,AGL HP1 Pty Limited,2,KACCU
29/07/2024,AGL HP1 Pty Limited,63,KACCU
29/07/2024,AGL HP1 Pty Limited,150,KACCU
29/07/2024,AGL HP1 Pty Limited,"1,492",KACCU
29/07/2024,AGL HP1 Pty Limited,"26,167",KACCU
29/07/2024,AGL HP1 Pty Limited,"4,626",KACCU
28/07/2024,Carbonhalo Pty Ltd,35,KACCU
26/07/2024,Tasman Environmental Markets Australia Pty Ltd,199,CER
26/07/2024,Tasman Environmental Markets Australia Pty Ltd,13,KACCU
26/07/2024,Tasman Environmental Markets Australia Pty Ltd,84,KACCU
26/07/2024,Tasman Environmental Markets Australia Pty Ltd,"1,201",KACCU
26/07/2024,Aboriginal Carbon Fund Limited,84,KACCU
26/07/2024,BETACARBON PTY LTD,356,KACCU
26/07/2024,Tasman Environmental Markets Australia Pty Ltd,"3,720",CER
25/07/2024,Terra Carbon Pty Ltd,2,KACCU
24/07/2024,Viva Energy Australia Ltd,"1,011",KACCU
23/07/2024,Tasman Environmental Markets Australia Pty Ltd,2,KACCU
23/07/2024,Tasman Environmental Markets Australia Pty Ltd,25,CER
23/07/2024,Enviro-Mark Solutions Limited,392,CER
23/07/2024,Tasman Environmental Markets Australia Pty Ltd,"1,824",CER
23/07/2024,Tasman Environmental Markets Australia Pty Ltd,290,KACCU
23/07/2024,Macquarie Bank Limited,"25,000",KACCU
23/07/2024,"Natural Capital Partners Americas, LLC",133,CER
23/07/2024,"Natural Capital Partners Americas, LLC",244,CER
23/07/2024,"Natural Capital Partners Americas, LLC",100,CER
23/07/2024,"Natural Capital Partners Americas, LLC","1,100",CER
23/07/2024,"Natural Capital Partners Americas, LLC","1,431",CER
23/07/2024,"Natural Capital Partners Americas, LLC",392,CER
23/07/2024,"Natural Capital Partners Americas, LLC",400,CER
23/07/2024,"Natural Capital Partners Americas, LLC",313,CER
23/07/2024,"Natural Capital Partners Americas, LLC",400,CER
23/07/2024,"Natural Capital Partners Americas, LLC",382,CER
23/07/2024,"Natural Capital Partners Americas, LLC",815,CER
23/07/2024,"Natural Capital Partners Americas, LLC",369,CER
23/07/2024,"Natural Capital Partners Americas, LLC","2,091",CER
23/07/2024,"Natural Capital Partners Americas, LLC",300,CER
22/07/2024,"Natural Capital Partners Americas, LLC",651,CER
22/07/2024,"Natural Capital Partners Americas, LLC",703,CER
19/07/2024,"Natural Capital Partners Americas, LLC","15,000",CER
19/07/2024,"Natural Capital Partners Americas, LLC","42,697",CER
19/07/2024,Tasman Environmental Markets Australia Pty Ltd,22,KACCU
18/07/2024,Aboriginal Carbon Fund Limited,89,KACCU
18/07/2024,Macquarie Bank Limited,405,KACCU
17/07/2024,Carbon Financial Services Pty. Ltd.,144,KACCU
17/07/2024,CARBON NEUTRAL PTY LTD,4,KACCU
17/07/2024,CARBON NEUTRAL PTY LTD,90,CER
15/07/2024,Terra Carbon Pty Ltd,150,KACCU
15/07/2024,GAIA INVESTMENTS (AUST) PTY LTD,"1,023",KACCU
12/07/2024,Tasman Environmental Markets Australia Pty Ltd,710,KACCU
11/07/2024,"Natural Capital Partners Americas, LLC",1,CER
11/07/2024,"Natural Capital Partners Americas, LLC",690,CER
11/07/2024,"Natural Capital Partners Americas, LLC","4,778",CER
11/07/2024,"Natural Capital Partners Americas, LLC","4,918",CER
11/07/2024,"Natural Capital Partners Americas, LLC","1,290",CER
11/07/2024,"Natural Capital Partners Americas, LLC",7,CER
11/07/2024,"Natural Capital Partners Americas, LLC",127,CER
11/07/2024,"Natural Capital Partners Americas, LLC",194,CER
11/07/2024,"Natural Capital Partners Americas, LLC",630,CER
11/07/2024,"Natural Capital Partners Americas, LLC",450,CER
11/07/2024,"Natural Capital Partners Americas, LLC","2,000",CER
11/07/2024,"Natural Capital Partners Americas, LLC","3,000",CER
11/07/2024,"Natural Capital Partners Americas, LLC",300,CER
11/07/2024,"Natural Capital Partners Americas, LLC",100,CER
11/07/2024,"Natural Capital Partners Americas, LLC",100,CER
11/07/2024,"Natural Capital Partners Americas, LLC","7,485",CER
11/07/2024,"Natural Capital Partners Americas, LLC",564,CER
10/07/2024,"Natural Capital Partners Americas, LLC",140,CER
10/07/2024,Global Environmental Markets Pty Ltd,"1,800",CER
10/07/2024,Terra Carbon Pty Ltd,30,KACCU
10/07/2024,WeAct Pty Ltd,619,CER
10/07/2024,"Natural Capital Partners Americas, LLC","200,000",CER
09/07/2024,CLIMA SOLUTIONS PTY LTD,125,KACCU
08/07/2024,"Natural Capital Partners Americas, LLC","2,500",CER
08/07/2024,"Natural Capital Partners Americas, LLC","3,000",CER
08/07/2024,Tasman Environmental Markets Australia Pty Ltd,181,KACCU
08/07/2024,Tasman Environmental Markets Australia Pty Ltd,223,KACCU
05/07/2024,"Natural Capital Partners Americas, LLC","32,611",CER
05/07/2024,GAIA INVESTMENTS (AUST) PTY LTD,27,KACCU
05/07/2024,Enviro-Mark Solutions Limited,6,CER
04/07/2024,GAIA INVESTMENTS (AUST) PTY LTD,34,KACCU
04/07/2024,Tasman Environmental Markets Australia Pty Ltd,134,CER
04/07/2024,Tasman Environmental Markets Australia Pty Ltd,8,KACCU
04/07/2024,CARBON NEUTRAL PTY LTD,900,KACCU
04/07/2024,Tasman Environmental Markets Australia Pty Ltd,93,KACCU
04/07/2024,Tasman Environmental Markets Australia Pty Ltd,98,KACCU
04/07/2024,Climate Friendly Financial Solutions Pty Limited,556,KACCU
04/07/2024,Aboriginal Carbon Fund Limited,100,KACCU
04/07/2024,South Pole Australia Financial Services Pty Ltd,"3,337",KACCU
03/07/2024,EVERCLIME PTY LTD,"1,330",KACCU
03/07/2024,South Pole Australia Financial Services Pty Ltd,46,KACCU
03/07/2024,Carbon Financial Services Pty. Ltd.,184,KACCU
02/07/2024,"Natural Capital Partners Americas, LLC",100,CER
02/07/2024,Aboriginal Carbon Fund Limited,38,KACCU
02/07/2024,Aboriginal Carbon Fund Limited,100,KACCU
02/07/2024,Carbonhalo Pty Ltd,27,KACCU
01/07/2024,CARBON NEUTRAL PTY LTD,150,CER
28/06/2024,CARBON NEUTRAL PTY LTD,256,KACCU
28/06/2024,Tasman Environmental Markets Australia Pty Ltd,387,CER
28/06/2024,Tasman Environmental Markets Australia Pty Ltd,60,KACCU
28/06/2024,Boral Limited,"2,700",KACCU
28/06/2024,Tasman Environmental Markets Australia Pty Ltd,"3,706",KACCU
28/06/2024,OZWIDE FIELD SERVICES PTY LTD,300,KACCU
28/06/2024,CARBON NEUTRAL PTY LTD,"2,175",KACCU
28/06/2024,Water Corporation,"56,200",KACCU
28/06/2024,Green Energy Trading Pty Ltd,"1,900",KACCU
27/06/2024,BWP MANAGEMENT LIMITED,450,KACCU
27/06/2024,OZWIDE FIELD SERVICES PTY LTD,17,KACCU
27/06/2024,Tasman Environmental Markets Australia Pty Ltd,686,CER
27/06/2024,Tasman Environmental Markets Australia Pty Ltd,"1,075",CER
27/06/2024,Tasman Environmental Markets Australia Pty Ltd,222,KACCU
27/06/2024,Tasman Environmental Markets Australia Pty Ltd,348,KACCU
27/06/2024,CARBON NEUTRAL PTY LTD,600,CER
27/06/2024,Aboriginal Carbon Fund Limited,60,KACCU
27/06/2024,South Pole Australia Financial Services Pty Ltd,"1,000",KACCU
27/06/2024,CLIMA SOLUTIONS PTY LTD,5,KACCU
26/06/2024,Terra Carbon Pty Ltd,"2,000",CER
26/06/2024,Terra Carbon Pty Ltd,"1,075",KACCU
26/06/2024,OZWIDE FIELD SERVICES PTY LTD,56,KACCU
26/06/2024,Tasman Environmental Markets Australia Pty Ltd,"1,062",KACCU
26/06/2024,Tasman Environmental Markets Australia Pty Ltd,"3,285",CER
26/06/2024,Tasman Environmental Markets Australia Pty Ltd,43,CER
26/06/2024,Tasman Environmental Markets Australia Pty Ltd,3,KACCU
26/06/2024,Enviro-Mark Solutions Limited,26,CER
25/06/2024,AGL Hydro Partnership,"1,400",KACCU
25/06/2024,Tasman Environmental Markets Australia Pty Ltd,122,CER
25/06/2024,Tasman Environmental Markets Australia Pty Ltd,7,KACCU
25/06/2024,Climate Friendly Financial Solutions Pty Limited,17,KACCU
25/06/2024,VIRIDIOS CAPITAL PTY LTD,96,KACCU
24/06/2024,Tasman Environmental Markets Australia Pty Ltd,"18,336",KACCU
24/06/2024,Enviro-Mark Solutions Limited,72,CER
23/06/2024,Enviro-Mark Solutions Limited,70,CER
21/06/2024,Tasman Environmental Markets Australia Pty Ltd,"15,000",CER
21/06/2024,Tasman Environmental Markets Australia Pty Ltd,117,KACCU
21/06/2024,Tasman Environmental Markets Australia Pty Ltd,8,KACCU
21/06/2024,Tasman Environmental Markets Australia Pty Ltd,128,CER
21/06/2024,Tasman Environmental Markets Australia Pty Ltd,"6,500",CER
21/06/2024,Corporate Carbon Advisory Pty Ltd,"3,275",KACCU
20/06/2024,Tasman Environmental Markets Australia Pty Ltd,"13,658",CER
20/06/2024,Enviro-Mark Solutions Limited,242,CER
20/06/2024,ENERGYLINK SERVICES PTY LTD,100,KACCU
19/06/2024,Carbon Financial Services Pty. Ltd.,"5,244",CER
19/06/2024,CHEVRON AUSTRALIA PTY LTD,"40,000",KACCU
18/06/2024,CANOPY NATURE BASED SOLUTIONS PTY LTD,"1,155",KACCU
18/06/2024,South Pole Australia Financial Services Pty Ltd,"4,877",KACCU
18/06/2024,Tasman Environmental Markets Australia Pty Ltd,204,CER
18/06/2024,Aboriginal Carbon Fund Limited,48,KACCU
18/06/2024,Tasman Environmental Markets Australia Pty Ltd,305,KACCU
18/06/2024,AURECON AUSTRALASIA PTY LTD,"10,140",KACCU
17/06/2024,Clearblue Markets Europe BV,"30,000",CER
17/06/2024,Terra Carbon Pty Ltd,659,CER
17/06/2024,Terra Carbon Pty Ltd,760,KACCU
17/06/2024,MTA Energy Pty Ltd,22,KACCU
14/06/2024,Tasman Environmental Markets Australia Pty Ltd,"1,329",KACCU
14/06/2024,Tasman Environmental Markets Australia Pty Ltd,"25,246",CER
14/06/2024,Tasman Environmental Markets Australia Pty Ltd,"19,181",CER
14/06/2024,Tasman Environmental Markets Australia Pty Ltd,"1,010",KACCU
14/06/2024,Tasman Environmental Markets Australia Pty Ltd,"14,862",CER
14/06/2024,Tasman Environmental Markets Australia Pty Ltd,"5,126",KACCU
14/06/2024,GAIA INVESTMENTS (AUST) PTY LTD,31,KACCU
14/06/2024,Tasman Environmental Markets Australia Pty Ltd,30,KACCU
14/06/2024,Carbon Financial Services Pty. Ltd.,491,KACCU
13/06/2024,ENERGY ACTION (AUSTRALIA) PTY LTD,170,KACCU
13/06/2024,Northmore Gordon Environmental Pty Ltd,284,KACCU
13/06/2024,Water Corporation,"7,498",KACCU
12/06/2024,Green Energy Trading Pty Ltd,879,KACCU
12/06/2024,"Natural Capital Partners Americas, LLC",211,CER
12/06/2024,"Natural Capital Partners Americas, LLC",76,CER
11/06/2024,Tasman Environmental Markets Australia Pty Ltd,88,CER
11/06/2024,Tasman Environmental Markets Australia Pty Ltd,5,KACCU
11/06/2024,Tasman Environmental Markets Australia Pty Ltd,50,KACCU
11/06/2024,"Natural Capital Partners Americas, LLC",378,CER
11/06/2024,"Natural Capital Partners Americas, LLC",25,CER
11/06/2024,"Natural Capital Partners Americas, LLC",393,CER
11/06/2024,"Natural Capital Partners Americas, LLC",142,CER
11/06/2024,"Natural Capital Partners Americas, LLC","4,942",CER
11/06/2024,"Natural Capital Partners Americas, LLC","17,264",CER
11/06/2024,"Natural Capital Partners Americas, LLC",108,CER
11/06/2024,"Natural Capital Partners Americas, LLC",560,CER
11/06/2024,"Natural Capital Partners Americas, LLC",150,CER
11/06/2024,"Natural Capital Partners Americas, LLC","7,760",CER
11/06/2024,"Natural Capital Partners Americas, LLC",150,CER
11/06/2024,"Natural Capital Partners Americas, LLC","12,561",CER
11/06/2024,"Natural Capital Partners Americas, LLC",175,CER
11/06/2024,"Natural Capital Partners Americas, LLC","4,560",CER
11/06/2024,"Natural Capital Partners Americas, LLC","1,139",CER
11/06/2024,"Natural Capital Partners Americas, LLC",839,CER
11/06/2024,"Natural Capital Partners Americas, LLC",866,CER
06/06/2024,Tasman Environmental Markets Australia Pty Ltd,36,KACCU
06/06/2024,Tasman Environmental Markets Australia Pty Ltd,579,CER
06/06/2024,Tasman Environmental Markets Australia Pty Ltd,173,CER
06/06/2024,Tasman Environmental Markets Australia Pty Ltd,185,CER
06/06/2024,Tasman Environmental Markets Australia Pty Ltd,156,CER
06/06/2024,Tasman Environmental Markets Australia Pty Ltd,9,KACCU
06/06/2024,WeAct Pty Ltd,"15,000",CER
06/06/2024,Enviro-Mark Solutions Limited,39,CER
06/06/2024,Enviro-Mark Solutions Limited,183,CER
06/06/2024,Enviro-Mark Solutions Limited,107,CER
05/06/2024,Strathburn Cape York Carbon Pty Ltd,200,KACCU
05/06/2024,Geoffrey Layton John Pattison,607,KACCU
04/06/2024,Perenia Pty Ltd,88,CER
04/06/2024,Perenia Pty Ltd,143,CER
04/06/2024,Perenia Pty Ltd,"7,080",CER
04/06/2024,Perenia Pty Ltd,"2,354",CER
04/06/2024,Tasman Environmental Markets Australia Pty Ltd,50,KACCU
04/06/2024,Tasman Environmental Markets Australia Pty Ltd,28,CER
04/06/2024,South Pole Australia Financial Services Pty Ltd,"6,000",KACCU
04/06/2024,South Pole Australia Financial Services Pty Ltd,500,KACCU
04/06/2024,Northmore Gordon Environmental Pty Ltd,35,KACCU
04/06/2024,Tasman Environmental Markets Australia Pty Ltd,167,KACCU
04/06/2024,South Australian Water Corporation,"4,510",KACCU
03/06/2024,South Pole Australia Financial Services Pty Ltd,7,KACCU
03/06/2024,South Pole Australia Financial Services Pty Ltd,478,KACCU
31/05/2024,CARBON NEUTRAL PTY LTD,170,CER
31/05/2024,Tasman Environmental Markets Australia Pty Ltd,"5,400",KACCU
31/05/2024,Tasman Environmental Markets Australia Pty Ltd,"10,800",CER
31/05/2024,Tasman Environmental Markets Australia Pty Ltd,"1,002",KACCU
31/05/2024,Tasman Environmental Markets Australia Pty Ltd,"3,102",CER
31/05/2024,South Pole Australia Financial Services Pty Ltd,"1,447",KACCU
31/05/2024,Strathburn Cape York Carbon Pty Ltd,475,KACCU
31/05/2024,BETACARBON PTY LTD,2,KACCU
30/05/2024,BETACARBON PTY LTD,282,KACCU
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,2,KACCU
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,39,CER
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,180,CER
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,5,KACCU
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,21,KACCU
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,2,KACCU
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,40,CER
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,225,CER
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,28,KACCU
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,45,CER
30/05/2024,Tasman Environmental Markets Australia Pty Ltd,23,CER
30/05/2024,"Natural Capital Partners Americas, LLC",353,CER
30/05/2024,"Natural Capital Partners Americas, LLC",158,CER
30/05/2024,"Natural Capital Partners Americas, LLC",276,CER
30/05/2024,"Natural Capital Partners Americas, LLC",586,CER
30/05/2024,"Natural Capital Partners Americas, LLC",193,CER
30/05/2024,"Natural Capital Partners Americas, LLC",781,CER
30/05/2024,"Natural Capital Partners Americas, LLC",690,CER
30/05/2024,"Natural Capital Partners Americas, LLC",153,CER
30/05/2024,"Natural Capital Partners Americas, LLC",360,CER
30/05/2024,"Natural Capital Partners Americas, LLC",560,CER
30/05/2024,"Natural Capital Partners Americas, LLC","1,199",CER
30/05/2024,"Natural Capital Partners Americas, LLC",200,CER
30/05/2024,"Natural Capital Partners Americas, LLC",384,CER
29/05/2024,"Natural Capital Partners Americas, LLC",299,CER
29/05/2024,"Natural Capital Partners Americas, LLC",416,CER
29/05/2024,"Natural Capital Partners Americas, LLC",1,CER
29/05/2024,"Natural Capital Partners Americas, LLC",200,CER
29/05/2024,"Natural Capital Partners Americas, LLC","1,276",CER
29/05/2024,"Natural Capital Partners Americas, LLC","10,984",CER
29/05/2024,"Natural Capital Partners Americas, LLC","1,899",CER
29/05/2024,"Natural Capital Partners Americas, LLC","7,000",CER
28/05/2024,Tasman Environmental Markets Australia Pty Ltd,200,KACCU
28/05/2024,Tasman Environmental Markets Australia Pty Ltd,24,CER
28/05/2024,Tasman Environmental Markets Australia Pty Ltd,710,KACCU
28/05/2024,Carbonhalo Pty Ltd,23,KACCU
27/05/2024,Tasman Environmental Markets Australia Pty Ltd,"25,000",KACCU
27/05/2024,Tasman Environmental Markets Australia Pty Ltd,20,KACCU
27/05/2024,Aboriginal Carbon Fund Limited,140,KACCU
27/05/2024,South Pole Australia Financial Services Pty Ltd,690,KACCU
27/05/2024,South Pole Australia Financial Services Pty Ltd,583,KACCU
27/05/2024,South Pole Australia Financial Services Pty Ltd,360,KACCU
24/05/2024,POINT ZERO INTERNATIONAL PTY LTD,450,KACCU
24/05/2024,Carbon Financial Services Pty. Ltd.,465,CER
24/05/2024,HOBART INTERNATIONAL AIRPORT PTY LIMITED,585,KACCU
24/05/2024,South Australian Water Corporation,"6,596",KACCU
23/05/2024,CARBON NEUTRAL PTY LTD,24,CER
23/05/2024,Commonwealth Bank of Australia,550,KACCU
23/05/2024,Tasman Environmental Markets Australia Pty Ltd,"2,000",CER
23/05/2024,Tasman Environmental Markets Australia Pty Ltd,250,KACCU
23/05/2024,Tasman Environmental Markets Australia Pty Ltd,460,CER
23/05/2024,Tasman Environmental Markets Australia Pty Ltd,50,KACCU
23/05/2024,Tasman Environmental Markets Australia Pty Ltd,60,CER
23/05/2024,Tasman Environmental Markets Australia Pty Ltd,153,CER
23/05/2024,Tasman Environmental Markets Australia Pty Ltd,"1,688",CER
22/05/2024,Clearblue Markets Europe BV,"30,600",CER
22/05/2024,Clearblue Markets Europe BV,600,CER
22/05/2024,BETACARBON PTY LTD,1,KACCU
22/05/2024,BETACARBON PTY LTD,2,KACCU
22/05/2024,BETACARBON PTY LTD,6,KACCU
22/05/2024,BETACARBON PTY LTD,1,KACCU
22/05/2024,"Natural Capital Partners Americas, LLC","4,180",CER
22/05/2024,"Natural Capital Partners Americas, LLC","3,135",CER
22/05/2024,"Natural Capital Partners Americas, LLC","6,940",CER
22/05/2024,"Natural Capital Partners Americas, LLC",39,CER
22/05/2024,"Natural Capital Partners Americas, LLC",375,CER
22/05/2024,"Natural Capital Partners Americas, LLC","1,066",CER
22/05/2024,"Natural Capital Partners Americas, LLC",175,CER
22/05/2024,"Natural Capital Partners Americas, LLC",166,CER
22/05/2024,"Natural Capital Partners Americas, LLC",39,CER
22/05/2024,"Natural Capital Partners Americas, LLC","1,000",CER
22/05/2024,"Natural Capital Partners Americas, LLC",582,CER
22/05/2024,"Natural Capital Partners Americas, LLC","23,578",CER
22/05/2024,"Natural Capital Partners Americas, LLC","15,519",CER
21/05/2024,EKI Energy Services Limited,90,CER
21/05/2024,EKI Energy Services Limited,"11,000",CER
21/05/2024,Tasman Environmental Markets Australia Pty Ltd,"2,800",CER
21/05/2024,Tasman Environmental Markets Australia Pty Ltd,800,KACCU
21/05/2024,Tasman Environmental Markets Australia Pty Ltd,288,KACCU
